acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.19160156250000002,-0.124541015625,1.1662047440699137,-0.04756355289786074,0.02438131703167651,0.014122511504686942
0.18202148437500001,-0.1772314453125,1.1308239700374525,-0.04942879026640429,0.026113323159609816,0.013056661579804908
0.2347119140625,-0.11256591796875001,1.1444319600499373,-0.05249310880044014,0.026513016881440574,0.014255742745297196
0.16046630859375,-0.13651611328125002,1.1607615480649187,-0.049162327785183785,0.02771209804693287,0.011724349173702365
0.11735595703125,-0.17244140625,1.2614606741573038,-0.04862940282274277,0.02997702913730719,0.018119448722994567
0.20597167968750002,-0.143701171875,1.2396878901373292,-0.048229709100912004,0.02984379789669693,0.01438897398590745
0.12693603515625002,-0.20597167968750002,1.2151935081148562,-0.04996171522884531,0.030376722859137947,0.01692036755750228
0.21555175781250002,-0.16525634765625,1.1798127340823967,-0.0511607963943376,0.027578866806322613,0.017852986241774057
0.22034179687500002,-0.11735595703125,1.152596754057429,-0.04996171522884531,0.02478101075350727,0.013722817782856177
0.143701171875,-0.14130615234375002,1.0600624219725336,-0.050094946469455566,0.025980091918999557,0.014921898948348465
0.18202148437500001,-0.14609619140625002,1.2315230961298376,-0.04956202150701454,0.02131699849764067,0.011058192970651094
0.17004638671875,-0.11735595703125,1.2505742821473174,-0.04996171522884531,0.023581929588014985,0.01572128639200999
0.162861328125,-0.11256591796875001,1.1553183520599255,-0.05049464019128632,0.021716692219471426,0.0191852986478766
0.17962646484375,-0.1772314453125,1.2260799001248444,-0.05129402763494785,0.024914241994117528,0.014255742745297196
0.18202148437500001,-0.19399658203125,1.190699126092385,-0.05036140895067608,0.025047473234727783,0.013323124061025416
0.21794677734375,-0.1293310546875,1.2070287141073646,-0.049162327785183785,0.02784532928754312,0.017186830038722786
0.16525634765625,-0.22752685546875,1.0682272159800252,-0.05129402763494785,0.02691271060327134,0.015987748873230498
0.15088623046875002,-0.1389111328125,1.1716479400749051,-0.05036140895067608,0.03077641658096871,0.017186830038722786
0.162861328125,-0.1197509765625,1.310449438202248,-0.05249310880044014,0.032108728987071254,0.013589586542245922
0.17244140625,-0.1580712890625,1.1988639200998765,-0.05182695259738886,0.027312404325102103,0.015588055151399738
0.16525634765625,-0.13412109375,1.2532958801498122,-0.05182695259738886,0.028378254249984136,0.017453292519943295
0.20118164062500002,-0.09580078125000001,1.1144943820224729,-0.053292496244101664,0.023049004625573973,0.013989280264076687
0.22752685546875,-0.1484912109375,1.228801498127341,-0.047963246619691494,0.02424808579106626,0.012923430339194655
0.21315673828125,-0.18202148437500001,1.1879775280898883,-0.048362940341522255,0.02424808579106626,0.015588055151399738
0.229921875,-0.17004638671875,1.1607615480649187,-0.049695252747624805,0.02078407353519965,0.016520673835671518
0.19399658203125,-0.1197509765625,1.152596754057429,-0.05076110267250683,0.02331546710679448,0.014788667707738212
0.18441650390625,-0.143701171875,1.095443196004993,-0.04689739669480946,0.028111791768763626,0.017186830038722786
0.15328125,-0.1293310546875,1.133545568039949,-0.04902909654457353,0.029310872934255914,0.015588055151399738
0.19160156250000002,-0.17244140625,1.1553183520599255,-0.05036140895067608,0.02624655440022007,0.017186830038722786
0.1676513671875,-0.15328125,1.2097503121098612,-0.04902909654457353,0.024114854550456002,0.013989280264076687
0.19878662109375,-0.143701171875,1.190699126092385,-0.050094946469455566,0.026646248122050832,0.016254211354451008
0.17962646484375,-0.1580712890625,1.2396878901373292,-0.050094946469455566,0.02278254214435346,0.015854517632620243
0.20836669921875,-0.124541015625,1.1117727840199763,-0.04849617158213252,0.025447166956558544,0.01532159267017923
0.22273681640625,-0.13412109375,1.0682272159800252,-0.049828483988235056,0.0255803981971688,0.01638744259506126
0.17004638671875,-0.14609619140625002,1.0736704119850184,-0.05249310880044014,0.029444104174866172,0.01345635530163567
0.229921875,-0.18441650390625,1.2532958801498122,-0.05089433391311709,0.03317457891195329,0.017186830038722786
0.17244140625,-0.11735595703125,1.1934207240948815,-0.05036140895067608,0.0305099540997482,0.01665390507628177
0.18441650390625,-0.11256591796875001,1.1444319600499373,-0.05036140895067608,0.030376722859137947,0.016787136316892024
